Food_Code,Food_Name,Description,Group,Protein,Fat,Carbohydrate,Energy,Total_sugars
13-359,"Swede, flesh only, raw",Peeled thinly,DG,0.7,0.3,5,24,4.9
19-324,"Sweet and sour chicken, takeaway",10 samples,MR,7.6,10,19.7,194,10.7
19-304,"Sweet and sour pork, battered, takeaway","10 samples from different outlets, sauce not included",MR,7.8,13.9,22.4,240,11.5
19-485,"Sweet and sour pork, homemade",Recipe,MR,12.7,8.3,11.6,176,7.8
15-884,Sweet potato and onion layer,Recipe. West Indian dish. Recipe from a personal collection,DR,3.4,1.8,23.3,124,6.8
13-672,"Sweet potato, baked",Literature sources and calculation from raw,DG,1.6,0.4,27.9,115,14.5
13-646,"Sweet potato, flesh only, boiled in unsalted water","11 samples, imported. Peeled, cut into chunks and boiled for 5-20 minutes",DG,1.7,0.2,13,58,9.4
13-463,"Sweet potato, raw, flesh only",Yellow variety,DG,1.2,0.3,21.3,87,5.7
13-671,"Sweet potato, steamed",Literature sources and calculation from raw,DG,1.1,0.3,20.4,84,8.4
13-647,"Sweet potato, wedges, flesh and skin, baked in rapeseed oil","11 samples, all imported. Cut into wedges, coated with 1.5-2 tbsp oil and roasted for 30-45 minutes",DG,2.9,3.9,24.7,139,18.8
18-422,"Sweetbread, lamb, fried in corn oil",3 samples,MG,28.7,11.4,0,217,0
18-421,"Sweetbread, lamb, raw","Thymus and pancreas, 12 samples",MG,15.3,7.8,0,131,0
13-634,"Sweetcorn, baby, boiled in unsalted water","11 samples, fresh, imported. Boiled for 4-13 minutes",DG,2.2,0.6,4.6,31,3.8
13-635,"Sweetcorn, baby, stir-fried in rapeseed oil","Calculated from boiled. Fat and water analysed, 2017. 11 samples, fresh, all imported. Stir-fried in 1.5-4 tbsp oil for 3-5 minutes",DG,2.5,6,5.4,84,4.5
13-529,"Sweetcorn kernels, canned in water, drained","12 samples, 8 brands, no added salt or sugar",DG,2.6,1.7,13.9,78,7.5
13-609,"Sweetcorn, dried",Calculated from raw sweetcorn (13-508),DI,13.4,7.1,35.5,251,9.4
13-508,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water","16 samples, autumn and winter, UK grown and imported",DG,3.6,1.9,9.5,67,2.5
13-606,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core",Calculated from 13-508 using edible conversion factor of 0.59,DG,2.1,1.1,5.6,39,1.5
13-623,"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core",Whole cob. Calculated from kernels,DG,2,1.1,4.8,36,1.2
13-622,"Sweetcorn, kernels, raw",IFR; removed from cob,DG,3.4,1.8,8.1,60,2
17-101,"Sweets, boiled",6 samples,SEC,Tr,Tr,87.1,327,86.7
17-647,"Sweets, chew sweets","9 samples, 8 products, including Starburst, Chewits and Blackjacks",SEC,0.9,6,85.1,377,54.5
17-828,"Sweets, sherbert","10 samples of different brands, including Refreshers, Parma Violets, Fizzers and Love Hearts",SEC,0.6,0,93.9,355,93.9
16-222,"Swordfish, flesh only, grilled","Calculated from raw, steaks",JC,22.9,5.2,0,139,0
16-223,"Swordfish, flesh only, grilled, weighed with bones and skin",Calculated from grilled 16-222,JC,20.4,4.6,0,123,0
16-221,"Swordfish, flesh only, raw",Data from the Seafish Industry Authority and literature sources,JC,18,4.1,0,109,0
17-064,"Syrup, corn, dark",Literature sources,SC,0,0,76.6,282,28.1
17-065,"Syrup, golden",3 samples of the same brand,SC,0.3,0,79,298,79
16-335,"Szechuan prawns with vegetables, takeaway",10 samples from different outlets,JR,7.8,4.7,2.5,83,0.8
15-885,Tabouleh,Recipe. Bulgur wheat based salad. Recipe from review of recipe collection,DR,2.6,4.6,17.2,119,0.7
14-847,Tahini paste,Literature sources and calculation from 14-844,GA,18.5,58.9,0.9,607,0.4
14-264,"Tamarillos, flesh and seeds",Literature sources,FA,2,0.3,4.7,28,4.7
14-265,Tamarind,Literature sources,FA,2.3,0.3,56.5,238,N
13-855,"Tamarind leaves, fresh",Literature sources,H,5.8,2.1,18.2,115,N
13-856,"Tamarind pulp, flesh only",No seeds or shell; literature sources,H,3.2,0.3,64.5,273,64.5
13-375,"Tannia, raw",Literature sources,DG,1.3,0.4,24.5,107,0.2
11-027,"Tapioca, raw","4 varieties, medium pearl, seed pearl, coarse and flake",AA,0.4,0.1,95,359,Tr
16-449,Taramasalata,10 assorted samples. Greek dish based on cod's roe,JR,3.2,52.9,7.4,517,1.2
13-380,"Taro leaves, raw",Literature sources,DG,4.4,0.9,2.6,35,2.2
13-381,"Taro leaves, steamed",Ref. 4 and calculation from raw,DG,2.4,0.5,1.4,19,1.2
13-377,"Taro, baked","Literature sources and calculation from raw, baked 30 minutes",DG,1.7,0.2,32.4,130,1.4
13-378,"Taro, boiled in unsalted water","Literature sources, boiled 20 minutes",DG,1.2,0.2,22.4,91,0.9
13-376,"Taro, raw",Analysis and literature sources,DG,1.4,0.2,26.2,106,1.1
13-379,"Taro, steamed",Literature sources. Calculation from raw,DG,1.3,0.2,24.5,99,1
13-858,"Tarragon, dried, ground",Literature sources,H,22.8,7.2,42.8,295,N
13-857,"Tarragon, fresh","LGC, 5 samples and calculation from dried",H,3.4,1.1,6.3,49,N
11-1028,"Tart, bakewell, homemade",Recipe,AS,6.9,30.4,40.8,454,22.7
11-1058,"Tart, custard, large, homemade",Recipe,AP,5.8,17.4,25.2,275,5.9
11-1093,"Tart, mincemeat, one crust, homemade",Recipe,AP,3.1,17.9,56.4,385,37.6
17-722,Tartare sauce,"10 samples, 4 brands",WCN,1.3,24.6,17.9,299,16.2
11-1123,"Tartlets, strawberry, homemade",Recipe,AP,2.4,10.1,27.2,202,7.7
11-845,"Tarts, bakewell, iced, retail","10 samples, 7 products, including large, slices and individual cherry bakewells",AS,3.1,16.8,65.9,411,45.2
12-461,"Tarts, custard, individual","10 samples, 6 products",BR,6.7,14.3,28.7,263,14.2
11-1085,"Tarts, jam, homemade",Recipe,AP,3.4,16.8,58,382,37.4
11-1086,"Tarts, jam, wholemeal, homemade",Recipe,AP,4.2,14,59.6,366,37.4
17-165,"Tea, black, infusion, average","15g leaves per litre water, strained after 5 minutes",PAA,0.1,Tr,Tr,Tr,Tr
17-167,"Tea, black, infusion, strong","10g leaves per 500ml water, strained after 5 minutes; 10 samples",PAC,0.1,Tr,Tr,Tr,Tr
17-166,"Tea, black, infusion, weak","10g leaves per litre water, strained after 5 minutes; 10 samples",PAC,0.1,Tr,Tr,Tr,Tr
17-170,"Tea, Chinese, leaves, infusion",Analysis and literature sources,PAC,0.1,0,0.2,1,Tr
17-171,"Tea, green, infusion",Literature sources; Sencha Fukujyu and Banch type,PAC,0.1,0,Tr,Tr,Tr
17-172,"Tea, herbal, infusion",Literature sources,PAC,0,Tr,0.2,1,0
17-169,"Tea, infusion, average, with semi-skimmed milk",225ml infusion with 35g semi-skimmed milk,PAC,0.5,0.2,0.7,7,0.7
17-168,"Tea, infusion, average, with whole milk",225ml infusion with 28g whole milk,PAC,0.4,0.4,0.5,8,0.5
13-118,Tempeh,Fermented soya bean cake. Literature sources,DB,20.7,6.4,6.4,166,0.9
15-886,"Tempeh burgers, fried in vegetable oil",Tempeh and rice burgers. Recipe from review of recipe collection,DR,8.3,7.9,22.2,188,1
13-883,"Thyme, dried, ground",Literature sources,H,9.1,7.4,45.3,276,1.7
13-893,"Thyme, fresh",4 samples and calculation from dried,H,3,2.5,15.1,95,0.6
14-848,Tigernuts,Literature sources,GA,4.3,23.8,45.7,403,16.1
16-154,"Tilapia, raw",Literature sources. Type of bream,JA,17.8,1.5,0,85,0
15-626,"Tinda subji, homemade",6 samples,DR,1.6,8.1,4.1,95,4.1
12-476,Tiramisu,"10 samples, 6 products, frozen and chilled",BR,4.2,14,27.1,244,21.1
19-635,"Toad in the hole, homemade",Recipe,MR,12,17.9,20.2,285,3.3
19-636,"Toad in the hole, made with skimmed milk and reduced fat sausages, homemade",Recipe,MR,13.6,5.2,19.7,175,3.8
17-646,"Toffees, mixed","8 samples, 8 products, including liquorice and mint, excluding premium",SEC,2.1,15.9,62.9,387,39.1
15-887,"Tofu burger, baked","Recipe. Tofu, oat and vegetable. Recipe from Leeds Polytechnic",DR,7.3,4,13.2,115,2.6
15-888,Tofu spread,"Recipe. Tofu, vegetable and mayonnaise paste. Recipe from Leeds Polytechnic",DR,4.4,20.1,2.4,208,2.3
13-570,"Tofu, soya bean, steamed",Soya bean curd; 7 assorted samples,DB,8.1,4.2,0.7,73,0.3
13-571,"Tofu, soya bean, steamed, fried",Calculated from steamed and Literature sources,DB,23.5,17.7,2,261,0.9
13-382,Tomato juice,"10 samples, 9 brands",PE,0.8,Tr,3,14,3
17-709,Tomato ketchup,"10 samples, 5 brands",WCN,1.6,0.1,28.6,115,27.5
13-531,Tomato puree,"9 samples, 8 brands, double concentrate, no added salt",DG,4.4,0.2,12.9,67,12.9
50-1173,"Tomato sauce, homemade",Recipe,WCN,2.2,5.5,8.6,89,4
13-530,"Tomatoes, canned, whole contents","12 samples, 9 brands, whole and chopped, no added salt",DG,1.1,0.1,3.8,19,3.8
13-519,"Tomatoes, cherry, raw","21 samples, autumn and winter, UK grown and imported, 'on the vine' and loose",DG,1.1,0.5,3.6,22,3.6
13-603,"Tomatoes, standard, fried in corn oil",Calculated from 13-517,DG,0.8,7.7,4.5,89,4.5
13-602,"Tomatoes, standard, fried in rapeseed oil",Calculated from 13-517,DG,0.8,7.7,4.5,89,4.5
13-518,"Tomatoes, standard, grilled, flesh and seeds only","As raw, grilled for 6-9 minutes",DG,0.6,0.2,3.4,17,3.4
13-517,"Tomatoes, standard, raw","22 samples, autumn and winter, UK grown and imported, 'on the vine' and loose",DG,0.5,0.1,3,14,3
15-321,"Tomatoes, stuffed with rice",Greek dish. Recipe from a personal collection,DR,2.1,13.4,22.2,212,7.7
15-889,"Tomatoes, stuffed with vegetables","Sweetcorn, onion and mushroom stuffing. Recipe from a review of recipe collection",DR,1.7,6,8.9,95,7.4
18-423,"Tongue, lamb, raw",20 samples,MG,15.3,14.6,0,193,0
18-424,"Tongue, ox, meat only, pickled, raw","6 samples, fat and skin removed",MG,15.7,17.5,0,220,0
18-425,"Tongue, ox, meat only, pickled, stewed",Fat and skin removed,MG,19.5,23.9,0,293,0
18-426,"Tongue, ox, meat only, stewed","10 samples, fat and skin removed",MG,19.4,18.3,0,242,0
18-427,"Tongue, sheep, meat only, stewed",Fat and skin removed,MG,18.2,24,0,289,0
17-736,Tonic water,Literature sources,PCA,0,0,5.9,22,5.9
17-670,Topic/Snickers and own brand equivalents,"16 samples, 3 brands, including standard, snack and fun size",SEA,7.5,28.2,52.1,479,46.1
15-625,"Tori ki subji, homemade",5 samples,DR,1.9,9.5,3.9,108,3.9
12-408,"Torte, fruit","8 samples, 5 brands including lemon, raspberry and passion fruit",BR,3.8,15.5,27.7,258,17.4
17-644,Tortilla chips fried in sunflower oil,"7 samples, 6 products, assorted flavours, fried in high oleic sunflower oil, including Doritos and own brands",SN,7.2,27.4,60.8,504,2.5
11-925,"Tortilla, wheat, soft","8 samples, 6 products",AF,7.8,5.7,53.9,285,2
14-849,Trail mix,10 samples; mix of nuts and dried fruit,GA,9.1,28.5,37.2,432,37.1
11-1126,"Treacle tart, homemade",Recipe,AS,3.8,15.9,59.2,380,33.8
17-826,"Treacle, black",3 samples,SC,1.2,0,67.2,257,66.8
12-409,"Trifle, fruit, retail","12 samples, 7 brands",BR,2.6,9,19.5,164,15.3
12-600,"Trifle, homemade",Recipe,BR,2.7,7.9,21.6,167,16.7
12-601,"Trifle, with Dream Topping","Recipe, substituting 25g of made up dream topping for 25g double cream",BR,2.8,5.9,22.1,152,17.1
19-637,"Tripe and onions, stewed, homemade",Recipe,MR,8.4,1.4,9.4,93,4.8
18-428,"Tripe, dressed, raw",6 samples,MG,7.1,0.5,0,33,0
50-502,"Tripe, dressed, stewed in milk",18 samples; lime treated before purchase,MG,14.8,4.5,0,100,Tr
16-224,"Trout, brown, raw",Analytical and literature sources,JC,19.4,3.8,0,112,0
50-629,"Trout, brown, steamed",Flesh only,JC,23.5,4.5,0,135,0
50-630,"Trout, brown, steamed, weighed with bones",Calculated from steamed 50-629,JC,15.5,3,0,89,0
16-489,"Trout, rainbow, baked, flesh only, fillets weighed with bones and skin",Calculated from 16-396 using edible conversion factor of 0.87,JC,20.7,5.3,0,131,0
16-396,"Trout, rainbow, flesh only, baked","9 samples, 9 products, frozen and chilled",JC,23.8,6.1,0,150,0
16-395,"Trout, rainbow, flesh only, raw","9 samples, 9 products, frozen and chilled",JC,19.9,5.3,0,127,0
17-098,"Truffles, mocha, homemade",Recipe,SEA,6.2,24.9,63.8,488,62.9
17-837,"Truffles, rum, homemade",Recipe,SEA,6,32.9,54.2,529,53.4
16-416,"Tuna, canned in brine, drained","11 samples, 10 products",JC,24.9,1,0,109,0
16-417,"Tuna, canned in sunflower oil, drained","11 samples, 10 products",JC,25.4,6.4,0,159,0
16-400,"Tuna, flesh only, baked","9 samples, 9 products, frozen and chilled",JC,32.3,0.8,0,136,0
16-399,"Tuna, flesh only, raw","9 samples, 9 products, frozen and chilled",JC,25.2,0.7,0,107,0
16-156,"Turbot, flesh only, grilled","Calculated from raw, whole fish and fillets",JA,22.7,3.5,0,122,0
16-157,"Turbot, flesh only, grilled, weighed with bones and skin",Calculated from grilled 16-156,JA,14.1,2.1,0,76,0
16-155,"Turbot, flesh only, raw",Literature sources,JA,17.7,2.7,0,95,0
19-638,"Turkey and pasta bake, homemade",Recipe,MR,12,5.6,7.2,130,2
19-543,Turkey slices,13 samples including honey roast and wafer thin turkey breast. 78-100% meat,MI,23,1.9,1.2,114,0.4
18-356,"Turkey, breast, fillet, grilled, meat only",9 samples; skinless,MCO,35,1.7,0,155,0
18-348,"Turkey, dark meat, raw",20 samples,MCO,20.4,2.5,0,104,0
18-358,"Turkey, dark meat, roasted",27 samples including self-basting turkey,MCO,29.4,6.6,0,177,0
18-365,"Turkey, drumsticks, roasted, meat and skin",Calculated from 92% dark meat and 8% skin,MCO,27.4,8.5,0,186,0
18-366,"Turkey, drumsticks, roasted, meat and skin, weighed with bone",Calculated from 18-365,MCO,19.7,6.1,0,134,0
18-364,"Turkey, drumsticks, roasted, meat only",9 samples,MCO,27.5,5.8,0,162,0
18-349,"Turkey, light meat, raw",20 samples,MCO,24.4,0.8,0,105,0
18-359,"Turkey, light meat, roasted",18 samples,MCO,33.7,2,0,153,0
18-350,"Turkey, meat, average, raw",Calculated from 56% light meat and 44% dark meat,MCO,22.6,1.6,0,105,0
18-361,"Turkey, meat, average, roasted","Calculated from 51% light meat and 49% dark meat, fresh and frozen, including self-basting turkey",MCO,31.2,4.6,0,166,0
18-354,"Turkey, mince, stewed",5 samples,MCO,28.6,6.8,0,176,0
18-360,"Turkey, self-basting, light meat, roasted",9 samples,MCO,31.7,4,0,163,0
18-362,"Turkey, skin, dry, roasted",10 samples,MCO,29.9,40.2,0,481,0
18-363,"Turkey, skin, moist, roasted",18 samples,MCO,21.6,31.7,0,372,0
18-351,"Turkey, skin, raw",21 samples,MCO,14,30.7,0,332,0
19-640,"Turkey, stir-fried with vegetables, homemade",Recipe,MR,11.1,2.3,3.6,82,2.1
18-357,"Turkey, strips, stir-fried in corn oil",8 samples; skinless,MCO,31,4.5,0,164,0
18-355,"Turkey, thighs, diced, casseroled, meat only",8 samples; skinless,MCO,28.3,7.5,0,181,0
18-352,"Turkey, whole, raw","Calculated from 49% light meat, 39% dark meat and 13% skin",MCO,21.6,5.2,0,133,0
18-353,"Turkey, whole, raw, weighed with bone",Calculated from 18-352,MCO,15.1,3.6,0,93,0
18-367,"Turkey, whole, roasted, meat and skin","Calculated from 47% light meat, 45% dark meat and 8% skin from fresh, frozen and self-basting turkey",MCO,30.9,7.4,0,190,0
18-368,"Turkey, whole, roasted, meat and skin, weighed with bone",Calculated from 18-367,MCO,20.1,4.8,0,124,0
17-593,"Turkish delight, with nuts, homemade",Recipe,SEC,4.1,2.6,82,348,81.8
17-122,"Turkish delight, without nuts",7 assorted samples,SEC,0.6,0,77.9,295,68.6
13-861,"Turmeric, ground",Literature sources,H,6.7,7,N,N,N
13-392,"Turnip tops, boiled in unsalted water",Leaves; boiled 20 minutes,DG,2.7,Tr,0.2,13,0.1
13-391,"Turnip, boiled in unsalted water","Peeled thinly, diced and boiled 19 minutes, based on boiled in salted water",DG,0.6,0.2,2,12,1.9
13-389,"Turnip, flesh only, raw",Peeled thinly,DG,0.9,0.3,4.7,23,4.5
17-694,Twiglets,"20 samples, savoury wholewheat sticks",SN,12.3,11.8,63.3,393,0.6
12-547,Tzatziki,Yogurt-based Greek starter. Recipe,BN,3.4,5.5,3.4,76,3
12-468,"Urad dahl, homemade","5 samples, black lentil curry",DR,4.8,3.2,8.7,81,0.8
18-487,"Veal, escalope, fried in corn oil",9 samples,MAI,33.7,6.8,0,196,0
18-486,"Veal, escalope, raw",9 samples,MAI,22.7,1.7,0,106,0
18-094,"Veal, mince, raw",5 samples,MAI,20.3,7,0,144,0
18-095,"Veal, mince, stewed",5 samples,MAI,26.3,11.1,0,205,0
15-656,"Vegeburger, retail, grilled","6 samples, 3 brands; soya protein based. Grilled 6-10 minutes",DR,16.6,7.2,8,161,3.6
15-657,"Vegetable and cheese grill/burger, in crumbs, baked/grilled","9 samples, 6 brands including cheese grills and cheese and onion crispbakes",DR,7,14,23,240,1.3
15-650,"Vegetable bake, homemade",Assorted vegetables topped with cheese sauce and breadcrumbs. Recipe from dietary survey records,DR,4.3,5.9,13.7,121,4.6
15-344,"Vegetable stir fry mix, fried in corn oil",8 assorted frozen samples; stir-fried 4-7 minutes,DR,2,3.6,6.4,64,3.9
15-661,"Vegetable stir fry mix, fried in rapeseed oil","8 assorted frozen samples; stir-fried 4-7 minutes, most unspecified vegetable oils are made from rapeseed oil",DR,2,3.6,6.4,64,3.9
15-345,"Vegetable stir fry mix, fried in sunflower oil",8 assorted frozen samples; stir fried 4-7 minutes,DR,2,3.6,6.4,64,3.9
15-621,"Vegetables, mixed, cooked with onion, spice and tomatoes, homemade","4 samples, includes potato, carrots and swedes",DR,2.4,5.3,6.6,82,3.4
13-543,"Vegetables, mixed, frozen, boiled in unsalted water","10 samples. Assorted varieties. Simmered 3-7 minutes, based on boiled in salted water",DG,3.3,0.5,6.6,42,3.6
13-604,"Vegetables, mixed, stir-fry type, frozen, fried in rapeseed oil",8 samples. Assorted varieties. Stir-fried 4-7 minutes,DG,2,3.6,6.4,64,3.9
15-364,"Vegetables, stir-fried, takeaway",10 samples from different outlets,DR,1.8,4.1,2.1,52,0.2
19-610,"Venison in red wine and port, homemade",Recipe,MR,9.7,2.5,3.4,88,1.6
18-390,"Venison, meat only, raw",Haunch,MEE,22.2,1.6,0,103,0
18-491,"Venison, roast","Calculated from raw, 8 samples including diced and steaks",MEE,35.6,2.5,0,165,0
17-239,"Vermouth, dry","15-19% ABV, 5 samples of different brands",QG,0.1,0,3,109,3
15-823,"Vine leaves, stuffed with rice",Recipe. Greek dish. Recipe from a personal collection,DR,2.6,17.8,23.8,263,10.5
17-339,Vinegar,"4 samples including malt, cider and wine vinegar",WY,0.4,0,0.6,22,0.6
11-800,"Wafers, plain ice cream wafers, not filled","10 samples, 9 products, including cones, cornets and wafers",AM,10.5,3,79.7,368,3.5
11-1130,"Waffles, homemade",Recipe,AP,9,15.3,43,335,3.4
14-879,"Walnuts, kernel only",10 samples,GA,14.7,68.5,3.3,688,2.6
14-887,"Walnuts, kernel only, weighed with shells",Calculated from 14-879,GA,6.3,29.4,1.4,295,1.1
13-394,"Water chestnuts, raw",Literature sources,DG,1.4,0.2,10.4,46,4.8
17-377,"Water, distilled",Included for recipe calculation,WY,0,0,0,0,0
13-669,"Watercress, raw","11 samples, UK and imported",DG,1.9,0.3,Tr,10,Tr
11-1131,"Welsh cakes, homemade",Recipe,AN,5.5,17.8,61.9,432,31.5
11-1132,"Welsh cheesecakes, homemade",Recipe,AP,5.3,23.8,49.2,420,22.5
12-602,"Welsh rarebit, homemade",Recipe,BV,13.9,28.4,23.1,398,2.4
12-603,"Welsh rarebit, wholemeal, homemade",Recipe,BV,14.4,27.4,22.1,387,2.1
11-904,"Wheat, bulgur, raw","6 samples, 6 products",AA,10.6,2,77.8,352,1.1
11-907,Wheatgerm,"4 samples, 3 products",AA,27.3,8.4,44.7,352,16
16-268,"Whelks, boiled","10 samples from assorted outlets, boiled in salted water",JM,19.5,1.2,Tr,89,Tr
16-269,"Whelks, boiled, weighed with shells",Calculated from boiled 16-268,JM,6.6,0.4,Tr,30,Tr
16-158,"White fish, dried, salted",Samples purchased whole from West Indian outlets,JA,34.5,1.1,0,148,0
17-667,"White sauce, savoury, made with semi-skimmed milk, homemade",Recipe,WCD,4.4,8,11.1,131,5.1
17-778,"White sauce, savoury, made with skimmed milk, homemade",Recipe,WCD,4.5,6.5,11.1,118,5.2
17-779,"White sauce, savoury, made with whole milk, homemade",Recipe,WCD,4.4,10.8,11.6,158,4.9
17-841,"White sauce, sweet, made with semi-skimmed milk, homemade",Recipe,WCD,4,6.7,18.6,146,13.2
17-842,"White sauce, sweet, made with skimmed milk, homemade",Recipe,WCD,4.1,5.3,18.7,134,13.3
